usemonth,customer_id,count_now,count_before,name,gender,start_date,end_date,membership_period,is_deleted,class_name,campaign_name,price,mean,median,max,min,routing_flg
201809,OA046054,4,2.0,XXXX,M,2016-04-01,,36.0,0.0,オールタイム,通常,10500.0,4.0,4.0,6.0,1.0,1.0
201808,AS046594,6,10.0,XXX,M,2018-03-01,,13.0,0.0,オールタイム,通常,10500.0,7.166666666666668,7.0,10.0,5.0,1.0
201812,OA996311,5,5.0,XXX,F,2017-08-01,,20.0,0.0,デイタイム,入会費半額,7500.0,5.333333333333333,5.5,8.0,2.0,1.0
201903,TS448660,9,9.0,XXXX,F,2019-01-09,,3.0,0.0,ナイト,通常,6000.0,9.666666666666666,9.0,11.0,9.0,1.0
201810,HD052466,6,6.0,XX,M,2017-12-01,,16.0,0.0,オールタイム,入会費無料,10500.0,6.833333333333332,6.5,9.0,5.0,1.0
201810,PL253621,7,7.0,XXXX,F,2016-09-01,,31.0,0.0,デイタイム,通常,7500.0,5.5,5.5,7.0,1.0,1.0
201902,AS515541,8,6.0,XXXXX,F,2018-03-01,,13.0,0.0,ナイト,通常,6000.0,7.166666666666668,7.0,10.0,5.0,1.0
201812,AS581751,5,5.0,XX,F,2016-04-01,,36.0,0.0,デイタイム,通常,7500.0,5.083333333333333,5.0,8.0,1.0,1.0
201805,OA791937,2,3.0,XXXXX,M,2015-11-01,,41.0,0.0,オールタイム,通常,10500.0,4.083333333333333,4.0,6.0,2.0,1.0
201807,PL201799,11,8.0,XXX,M,2017-12-01,,16.0,0.0,ナイト,入会費無料,6000.0,7.083333333333332,7.0,11.0,3.0,1.0
201811,TS420499,4,4.0,XXXX,F,2016-04-01,,36.0,0.0,デイタイム,通常,7500.0,4.25,4.0,6.0,2.0,1.0
201810,OA642994,5,4.0,XXXX,M,2016-05-01,,35.0,0.0,オールタイム,通常,10500.0,4.916666666666667,4.5,8.0,2.0,1.0
201903,AS924898,6,6.0,XXXX,F,2017-12-01,,16.0,0.0,デイタイム,入会費無料,7500.0,6.5,6.0,11.0,4.0,1.0
201807,HD070115,2,6.0,XXXX,M,2016-07-01,,33.0,0.0,オールタイム,入会費半額,10500.0,4.166666666666667,3.5,7.0,2.0,1.0
201901,GD489678,4,9.0,XXXXX,M,2015-06-01,,46.0,0.0,オールタイム,通常,10500.0,4.75,4.5,9.0,2.0,1.0
201807,AS256239,3,5.0,XX,F,2016-06-01,,34.0,0.0,ナイト,通常,6000.0,4.333333333333333,4.5,6.0,2.0,1.0
201812,OA963366,5,5.0,XXXXXX,F,2017-03-01,,25.0,0.0,デイタイム,通常,7500.0,5.666666666666668,5.0,9.0,2.0,1.0
201809,HI181798,5,6.0,XXXXX,M,2016-04-01,,36.0,0.0,オールタイム,通常,10500.0,5.0,5.0,8.0,2.0,1.0
201811,HD995428,4,8.0,XXX,F,2015-10-01,,42.0,0.0,デイタイム,通常,7500.0,3.9166666666666665,4.0,8.0,1.0,1.0
201901,OA085890,4,3.0,XXXXX,M,2015-08-01,,44.0,0.0,オールタイム,通常,10500.0,3.9166666666666665,4.0,6.0,2.0,1.0
201808,OA393462,6,5.0,XXX,M,2016-08-01,,32.0,0.0,デイタイム,通常,7500.0,4.166666666666667,5.0,6.0,1.0,1.0
201808,PL343970,4,4.0,XXXXX,F,2015-10-01,,42.0,0.0,オールタイム,通常,10500.0,5.25,5.0,7.0,4.0,1.0
201903,OA132029,7,5.0,XXXXX,F,2016-06-01,,34.0,0.0,オールタイム,通常,10500.0,5.0,5.0,8.0,2.0,1.0
201807,TS426363,6,5.0,XXXX,M,2015-12-01,,40.0,0.0,ナイト,通常,6000.0,4.333333333333333,4.5,6.0,1.0,1.0
201809,HD792156,5,5.0,XXXX,F,2015-05-01,,47.0,0.0,オールタイム,通常,10500.0,4.666666666666667,5.0,7.0,2.0,1.0
201808,OA558072,4,5.0,XXXXXX,M,2016-08-01,,32.0,0.0,ナイト,通常,6000.0,4.583333333333333,5.0,6.0,1.0,1.0
201805,AS171842,6,5.0,XXX,M,2016-06-01,,34.0,0.0,オールタイム,通常,10500.0,5.75,6.0,8.0,3.0,1.0
201806,HI084482,7,6.0,XXXXXX,F,2017-06-01,,22.0,0.0,ナイト,通常,6000.0,5.666666666666668,6.0,8.0,2.0,1.0
201811,AS237205,5,8.0,XX,M,2017-10-01,,18.0,0.0,オールタイム,通常,10500.0,6.416666666666668,7.0,9.0,3.0,1.0
201807,TS895361,5,8.0,XXXXX,F,2017-07-01,,21.0,0.0,デイタイム,入会費半額,7500.0,5.5,6.0,8.0,3.0,1.0
201810,HI088451,6,5.0,XXXX,M,2017-05-01,,23.0,0.0,ナイト,通常,6000.0,5.833333333333332,6.0,8.0,3.0,1.0
201805,OA794542,6,6.0,XXX,M,2016-10-01,,30.0,0.0,デイタイム,通常,7500.0,5.083333333333333,5.0,7.0,4.0,1.0
201810,IK061114,6,3.0,XXXXX,M,2016-08-01,,32.0,0.0,ナイト,通常,6000.0,5.083333333333333,5.0,7.0,3.0,1.0
201903,HD777083,6,3.0,XXXXX,M,2016-05-01,,35.0,0.0,ナイト,通常,6000.0,5.166666666666667,5.5,7.0,3.0,1.0
201812,HI770890,6,9.0,XXXXX,F,2016-03-01,,37.0,0.0,デイタイム,通常,7500.0,4.5,4.5,9.0,2.0,1.0
201901,OA057953,4,5.0,XXXX,M,2018-04-08,,12.0,0.0,オールタイム,入会費無料,10500.0,7.083333333333332,7.5,9.0,4.0,1.0
201812,HI297129,5,5.0,XXX,M,2017-01-01,,27.0,0.0,ナイト,通常,6000.0,5.5,5.0,8.0,4.0,1.0
201903,HD140190,5,7.0,XXX,F,2017-08-01,,20.0,0.0,オールタイム,入会費半額,10500.0,4.833333333333333,4.5,8.0,3.0,1.0
201807,HI859298,5,4.0,XXXXX,M,2015-07-01,,45.0,0.0,ナイト,通常,6000.0,3.8333333333333335,4.0,5.0,1.0,1.0
201902,AS994696,6,5.0,XXXXX,M,2016-05-01,,35.0,0.0,オールタイム,通常,10500.0,4.833333333333333,5.0,7.0,3.0,1.0
201811,HD775663,3,4.0,XXXXX,M,2015-09-01,,43.0,0.0,ナイト,通常,6000.0,4.916666666666667,5.0,7.0,3.0,1.0
201810,HD309501,6,4.0,XX,M,2016-04-01,,36.0,0.0,オールタイム,通常,10500.0,4.583333333333333,4.5,6.0,3.0,1.0
201809,OA705805,6,4.0,XXXXXX,F,2017-08-01,,20.0,0.0,デイタイム,入会費半額,7500.0,5.666666666666668,6.0,7.0,4.0,1.0
201811,TS068618,6,6.0,XXX,M,2016-10-01,,30.0,0.0,オールタイム,通常,10500.0,5.25,5.0,9.0,3.0,1.0
201903,PL857529,5,5.0,XXX,M,2017-11-01,,17.0,0.0,ナイト,通常,6000.0,6.666666666666668,6.5,10.0,4.0,1.0
201807,AS771185,5,6.0,XXXXXX,M,2015-12-01,,40.0,0.0,オールタイム,通常,10500.0,4.416666666666667,4.5,7.0,1.0,1.0
201807,IK980980,1,7.0,XXXXX,M,2016-11-01,,29.0,0.0,ナイト,通常,6000.0,4.833333333333333,4.5,8.0,1.0,1.0
201903,TS106731,4,6.0,XXXX,M,2015-06-01,,46.0,0.0,ナイト,通常,6000.0,4.416666666666667,5.0,7.0,2.0,1.0
201811,AS058623,3,5.0,XXXXX,F,2015-05-01,,47.0,0.0,オールタイム,通常,10500.0,4.5,5.0,6.0,3.0,1.0
201903,OA672463,8,6.0,XXXX,F,2018-07-05,,9.0,0.0,デイタイム,通常,7500.0,6.777777777777778,7.0,8.0,5.0,1.0
201812,HI142296,5,3.0,XXXXXX,F,2016-06-01,,34.0,0.0,ナイト,通常,6000.0,5.416666666666668,5.0,8.0,3.0,1.0
201805,OA904369,7,6.0,XXXX,M,2017-05-01,,23.0,0.0,オールタイム,通常,10500.0,5.25,5.5,7.0,3.0,1.0
201812,GD296025,7,8.0,XXXXX,M,2018-02-01,,14.0,0.0,デイタイム,通常,7500.0,7.333333333333332,7.5,11.0,3.0,1.0
201810,GD912745,7,6.0,XXXX,F,2017-06-01,,22.0,0.0,ナイト,通常,6000.0,5.833333333333332,6.0,8.0,3.0,1.0
201805,IK158306,6,7.0,XXXXX,F,2016-12-01,,28.0,0.0,オールタイム,通常,10500.0,5.416666666666668,5.5,7.0,4.0,1.0
201805,HI207932,3,4.0,XXXX,M,2016-03-01,,37.0,0.0,ナイト,通常,6000.0,4.25,4.5,7.0,1.0,1.0
201809,IK891907,8,6.0,XXXX,F,2018-07-10,,9.0,0.0,オールタイム,通常,10500.0,7.222222222222222,7.0,9.0,6.0,1.0
201901,AS506797,6,5.0,XXX,F,2017-04-01,,24.0,0.0,デイタイム,通常,7500.0,5.583333333333332,6.0,8.0,3.0,1.0
201902,GD406715,7,3.0,XXX,F,2016-03-01,,37.0,0.0,デイタイム,通常,7500.0,5.416666666666668,5.0,7.0,3.0,1.0
201805,PL609859,6,5.0,XXXXX,F,2016-09-01,,31.0,0.0,デイタイム,通常,7500.0,5.166666666666667,5.0,8.0,3.0,1.0
201903,OA423930,5,4.0,XX,M,2015-12-01,,40.0,0.0,デイタイム,通常,7500.0,4.083333333333333,4.0,7.0,1.0,1.0
201807,HI650765,7,3.0,XXXX,M,2015-11-01,,41.0,0.0,オールタイム,通常,10500.0,4.666666666666667,4.5,7.0,3.0,1.0
201812,GD626486,7,10.0,XX,M,2018-10-12,,6.0,0.0,ナイト,通常,6000.0,7.833333333333332,8.0,10.0,5.0,1.0
201812,HI459439,8,7.0,XXXX,M,2018-01-01,,15.0,0.0,オールタイム,通常,10500.0,6.416666666666668,6.5,8.0,4.0,1.0
201810,HD280205,5,6.0,XXXX,M,2016-02-01,,38.0,0.0,オールタイム,通常,10500.0,4.25,4.0,6.0,2.0,1.0
201806,TS159187,4,6.0,XXXXX,M,2015-09-01,,43.0,0.0,ナイト,通常,6000.0,4.5,4.5,6.0,3.0,1.0
201810,OA032400,5,5.0,XX,M,2016-11-01,,29.0,0.0,ナイト,通常,6000.0,5.25,5.0,8.0,3.0,1.0
201902,IK753356,6,4.0,XXXX,F,2017-09-01,,19.0,0.0,デイタイム,通常,7500.0,5.75,5.5,8.0,4.0,1.0
201805,TS343738,7,8.0,XXXX,M,2017-05-01,,23.0,0.0,オールタイム,通常,10500.0,5.666666666666668,5.5,8.0,3.0,1.0
201901,HI275161,7,6.0,XXXXXX,M,2016-12-01,,28.0,0.0,オールタイム,通常,10500.0,5.083333333333333,5.0,7.0,3.0,1.0
201805,TS283431,5,5.0,XXXXX,F,2016-03-01,,37.0,0.0,デイタイム,通常,7500.0,4.583333333333333,5.0,7.0,1.0,1.0
201810,GD975752,6,2.0,XXXX,F,2016-08-01,,32.0,0.0,デイタイム,通常,7500.0,5.25,5.0,7.0,2.0,1.0
201812,HD872088,9,9.0,XXXX,F,2018-08-04,,8.0,0.0,デイタイム,通常,7500.0,8.5,9.0,11.0,6.0,1.0
201808,HI265189,6,5.0,XXXX,F,2016-07-01,,33.0,0.0,ナイト,入会費半額,6000.0,4.333333333333333,4.0,6.0,3.0,1.0
201902,IK802122,9,6.0,XXXX,M,2018-08-13,,8.0,0.0,オールタイム,通常,10500.0,8.5,9.0,10.0,5.0,1.0
201902,HI431223,4,3.0,XXX,F,2017-04-01,,24.0,0.0,オールタイム,通常,10500.0,5.25,5.0,8.0,3.0,1.0
201811,GD649455,5,4.0,XXXXXX,M,2015-11-01,,41.0,0.0,オールタイム,通常,10500.0,5.0,4.5,8.0,3.0,1.0
201806,OA861332,6,9.0,XXXXX,F,2018-03-01,,13.0,0.0,オールタイム,通常,10500.0,7.083333333333332,7.0,10.0,5.0,1.0
201811,PL152339,3,1.0,XX,M,2015-12-01,,40.0,0.0,デイタイム,通常,7500.0,4.166666666666667,4.0,8.0,1.0,1.0
201806,IK540492,6,6.0,XXXXX,M,2016-07-01,,33.0,0.0,ナイト,入会費半額,6000.0,5.333333333333333,5.0,8.0,4.0,1.0
201808,IK979398,6,6.0,XXXXX,F,2017-04-01,,24.0,0.0,デイタイム,通常,7500.0,6.083333333333332,6.0,9.0,4.0,1.0
201809,PL381656,5,5.0,XXXX,M,2017-01-01,,27.0,0.0,ナイト,通常,6000.0,5.166666666666667,5.0,8.0,3.0,1.0
201805,PL191813,8,8.0,XXXXX,M,2017-08-01,,20.0,0.0,ナイト,入会費半額,6000.0,5.5,5.5,9.0,2.0,1.0
201809,GD615902,4,7.0,XXXXX,F,2017-09-01,,19.0,0.0,オールタイム,通常,10500.0,5.75,6.0,8.0,4.0,1.0
201903,HD160543,5,4.0,XXXX,M,2017-12-01,,16.0,0.0,デイタイム,入会費無料,7500.0,6.666666666666668,6.5,11.0,4.0,1.0
201806,GD821903,7,11.0,XXXX,F,2018-05-11,,11.0,0.0,オールタイム,入会費半額,10500.0,8.363636363636363,9.0,11.0,4.0,1.0
201811,GD238607,9,6.0,XXXXXX,F,2017-01-01,,27.0,0.0,デイタイム,通常,7500.0,5.833333333333332,5.5,9.0,4.0,1.0
201806,HI599892,5,9.0,XXXXX,M,2017-02-01,,26.0,0.0,ナイト,通常,6000.0,5.583333333333332,5.0,9.0,3.0,1.0
201806,HD516059,6,7.0,XXX,M,2015-05-01,,47.0,0.0,ナイト,通常,6000.0,4.166666666666667,4.0,7.0,1.0,1.0
201902,HI918101,6,6.0,XXXX,F,2016-08-01,,32.0,0.0,オールタイム,通常,10500.0,5.0,5.0,7.0,3.0,1.0
201812,AS976422,9,10.0,XXX,F,2018-10-14,,6.0,0.0,デイタイム,通常,7500.0,8.333333333333334,8.5,10.0,6.0,1.0
201806,AS977127,8,6.0,XXX,M,2017-04-01,,24.0,0.0,ナイト,通常,6000.0,6.166666666666668,6.0,8.0,4.0,1.0
201811,TS917520,6,5.0,XXXXX,F,2018-05-13,,11.0,0.0,オールタイム,入会費半額,10500.0,7.272727272727272,7.0,10.0,5.0,1.0
201807,IK313475,3,4.0,XXXX,M,2015-07-01,,45.0,0.0,ナイト,通常,6000.0,5.583333333333332,5.5,7.0,3.0,1.0
201903,TS995853,8,11.0,XXXX,M,2019-02-08,,2.0,0.0,オールタイム,通常,10500.0,9.5,9.5,11.0,8.0,1.0
201902,IK359438,3,5.0,XXXXX,F,2017-03-01,,25.0,0.0,ナイト,通常,6000.0,5.25,5.5,7.0,2.0,1.0
201903,OA511050,5,7.0,XX,F,2017-04-01,,24.0,0.0,オールタイム,通常,10500.0,5.333333333333333,5.5,8.0,3.0,1.0
201902,HD904794,10,8.0,XXXX,M,2018-11-14,,5.0,0.0,オールタイム,通常,10500.0,9.2,9.0,11.0,8.0,1.0
201810,HI109765,3,5.0,XXXXX,M,2017-01-01,,27.0,0.0,オールタイム,通常,10500.0,4.833333333333333,5.0,7.0,3.0,1.0
201810,IK461350,4,5.0,XXXX,M,2016-07-01,,33.0,0.0,オールタイム,入会費半額,10500.0,5.25,5.5,6.0,4.0,1.0
201901,PL969360,6,6.0,XXXXX,F,2018-04-11,,12.0,0.0,オールタイム,入会費無料,10500.0,6.833333333333332,6.5,9.0,4.0,1.0
201806,OA753193,5,6.0,XXX,M,2015-07-01,,45.0,0.0,オールタイム,通常,10500.0,4.666666666666667,5.0,8.0,2.0,1.0
201809,GD911889,6,6.0,XXXXX,M,2017-06-01,,22.0,0.0,ナイト,通常,6000.0,5.083333333333333,5.0,8.0,3.0,1.0
201809,TS439348,6,6.0,XXXX,F,2017-10-01,,18.0,0.0,オールタイム,通常,10500.0,6.0,6.5,7.0,2.0,1.0
201806,HI752359,6,6.0,XXXX,M,2017-02-01,,26.0,0.0,オールタイム,通常,10500.0,5.333333333333333,5.5,8.0,2.0,1.0
201807,HD333051,8,8.0,XXXX,M,2017-10-01,,18.0,0.0,オールタイム,通常,10500.0,6.083333333333332,6.0,9.0,3.0,1.0
201810,GD639344,5,3.0,XXXXX,F,2015-08-01,,44.0,0.0,デイタイム,通常,7500.0,3.8333333333333335,4.5,5.0,2.0,1.0
201807,TS624020,6,7.0,XXXXXX,F,2015-09-01,,43.0,0.0,ナイト,通常,6000.0,5.25,5.5,7.0,2.0,1.0
201809,IK810639,6,3.0,XXX,F,2016-02-01,,38.0,0.0,オールタイム,通常,10500.0,3.9166666666666665,4.0,6.0,1.0,1.0
201903,PL902037,8,5.0,XXXX,F,2017-05-01,,23.0,0.0,デイタイム,通常,7500.0,6.0,6.0,8.0,4.0,1.0
201903,HI183246,6,4.0,XXX,F,2015-10-01,,42.0,0.0,オールタイム,通常,10500.0,4.75,5.0,8.0,1.0,1.0
201903,PL333517,10,6.0,XXXXX,M,2018-05-03,,11.0,0.0,デイタイム,入会費半額,7500.0,7.090909090909091,7.0,10.0,6.0,1.0
201903,OA255039,3,5.0,XXXXXX,M,2015-09-01,,43.0,0.0,オールタイム,通常,10500.0,4.833333333333333,5.0,7.0,3.0,1.0
201810,PL861287,3,6.0,XX,M,2016-06-01,,34.0,0.0,オールタイム,通常,10500.0,4.5,4.5,7.0,1.0,1.0
201806,TS808526,9,7.0,XXXXX,F,2017-01-01,,27.0,0.0,ナイト,通常,6000.0,5.75,5.5,9.0,3.0,1.0
201902,OA604390,6,6.0,XXXX,M,2016-09-01,,31.0,0.0,オールタイム,通常,10500.0,5.916666666666668,6.0,9.0,4.0,1.0
201806,HD014166,4,2.0,XXXXX,F,2015-12-01,,40.0,0.0,デイタイム,通常,7500.0,4.666666666666667,4.5,8.0,2.0,1.0
201808,TS488636,4,7.0,XXXX,F,2016-07-01,,33.0,0.0,ナイト,入会費半額,6000.0,4.583333333333333,5.0,7.0,2.0,1.0
201806,HD467920,4,5.0,XXXX,F,2017-06-01,,22.0,0.0,ナイト,通常,6000.0,5.583333333333332,6.0,8.0,3.0,1.0
201903,GD869667,6,6.0,XXX,M,2018-06-11,,10.0,0.0,オールタイム,入会費半額,10500.0,8.0,7.5,12.0,5.0,1.0
201809,HI388967,10,6.0,XXX,F,2017-09-01,,19.0,0.0,デイタイム,通常,7500.0,4.75,5.0,10.0,1.0,1.0
201901,PL400427,4,6.0,XXX,F,2017-01-01,,27.0,0.0,オールタイム,通常,10500.0,5.5,5.0,10.0,2.0,1.0
201811,OA602923,5,4.0,XXXX,F,2016-02-01,,38.0,0.0,オールタイム,通常,10500.0,3.75,4.0,5.0,2.0,1.0
201903,GD221439,6,6.0,XXXX,M,2017-05-01,,23.0,0.0,オールタイム,通常,10500.0,5.333333333333333,5.5,7.0,4.0,1.0
201902,GD812059,4,6.0,XXXXX,F,2017-03-01,,25.0,0.0,デイタイム,通常,7500.0,5.0,5.0,7.0,2.0,1.0
201901,TS949361,5,5.0,XXXX,M,2018-06-13,,10.0,0.0,ナイト,入会費半額,6000.0,7.9,8.0,11.0,5.0,1.0
201810,IK751998,3,4.0,XXXXX,M,2015-10-01,,42.0,0.0,ナイト,通常,6000.0,5.25,5.0,10.0,3.0,1.0
201903,HD852520,7,3.0,XXXX,F,2017-08-01,,20.0,0.0,デイタイム,入会費半額,7500.0,6.5,7.0,11.0,3.0,1.0
201901,TS277035,3,8.0,XXXXXX,M,2017-11-01,,17.0,0.0,オールタイム,通常,10500.0,6.583333333333332,7.0,9.0,3.0,1.0
201903,HI441426,8,3.0,XXXXX,M,2017-06-01,,22.0,0.0,オールタイム,通常,10500.0,6.0,5.5,9.0,3.0,1.0
201903,HD666225,2,4.0,XXXXX,F,2016-12-01,,28.0,0.0,デイタイム,通常,7500.0,5.5,5.5,9.0,2.0,1.0
201810,GD070247,5,6.0,XX,M,2017-04-01,,24.0,0.0,オールタイム,通常,10500.0,5.916666666666668,6.0,9.0,4.0,1.0
201810,HI777712,7,3.0,XXXXX,M,2016-12-01,,28.0,0.0,オールタイム,通常,10500.0,5.666666666666668,6.0,9.0,3.0,1.0
201902,OA072075,4,5.0,XX,F,2017-01-01,,27.0,0.0,ナイト,通常,6000.0,5.25,5.0,8.0,3.0,1.0
201901,AS781999,8,6.0,XXXXX,F,2017-04-01,,24.0,0.0,デイタイム,通常,7500.0,5.416666666666668,5.5,9.0,3.0,1.0
201807,HD006808,6,6.0,XXXXX,F,2016-07-01,,33.0,0.0,デイタイム,入会費半額,7500.0,4.916666666666667,5.0,7.0,2.0,1.0
201806,OA994859,6,4.0,XXXXX,F,2015-05-01,,47.0,0.0,オールタイム,通常,10500.0,5.5,5.0,9.0,3.0,1.0
201901,AS369418,3,8.0,XXXX,F,2017-03-01,,25.0,0.0,オールタイム,通常,10500.0,5.416666666666668,5.5,8.0,3.0,1.0
201807,IK007215,4,5.0,XXXXX,F,2016-08-01,,32.0,0.0,オールタイム,通常,10500.0,4.5,5.0,6.0,2.0,1.0
201811,IK907604,5,4.0,XX,M,2017-08-01,,20.0,0.0,オールタイム,入会費半額,10500.0,6.166666666666668,6.5,8.0,3.0,1.0
201812,HI866646,3,3.0,XXX,M,2016-08-01,,32.0,0.0,デイタイム,通常,7500.0,5.25,5.0,9.0,2.0,1.0
201805,HI728364,4,3.0,XXXX,M,2015-06-01,,46.0,0.0,オールタイム,通常,10500.0,4.25,4.0,7.0,2.0,1.0
201806,TS600511,7,7.0,XX,M,2017-11-01,,17.0,0.0,オールタイム,通常,10500.0,7.0,7.0,9.0,4.0,1.0
201901,OA116423,3,7.0,XXXX,M,2016-11-01,,29.0,0.0,オールタイム,通常,10500.0,5.75,6.0,10.0,3.0,1.0
201805,AS732240,5,2.0,XXXXX,F,2015-05-01,,47.0,0.0,デイタイム,通常,7500.0,4.666666666666667,5.0,7.0,2.0,1.0
201902,PL520159,2,3.0,XXXX,M,2017-08-01,,20.0,0.0,オールタイム,入会費半額,10500.0,6.083333333333332,5.5,10.0,2.0,1.0
201811,PL352661,7,3.0,XXX,F,2017-08-01,,20.0,0.0,オールタイム,入会費半額,10500.0,6.416666666666668,6.5,10.0,3.0,1.0
201809,AS936602,6,3.0,XXXX,M,2016-07-01,,33.0,0.0,デイタイム,入会費半額,7500.0,4.916666666666667,5.0,7.0,2.0,1.0
201808,TS099672,7,3.0,XX,F,2017-05-01,,23.0,0.0,デイタイム,通常,7500.0,5.0,5.5,8.0,2.0,1.0
201809,OA855863,6,7.0,XX,M,2017-12-01,,16.0,0.0,オールタイム,入会費無料,10500.0,6.5,7.0,9.0,2.0,1.0
201903,PL368003,5,6.0,XXXXXX,F,2016-08-01,,32.0,0.0,デイタイム,通常,7500.0,5.666666666666668,6.0,8.0,1.0,1.0
201808,PL430333,5,7.0,XXXX,M,2017-11-01,,17.0,0.0,オールタイム,通常,10500.0,6.083333333333332,6.0,8.0,5.0,1.0
201807,TS044469,7,8.0,XXXX,F,2017-02-01,,26.0,0.0,デイタイム,通常,7500.0,6.5,6.5,8.0,5.0,1.0
201811,OA702752,6,6.0,XXXX,M,2016-12-01,,28.0,0.0,オールタイム,通常,10500.0,5.583333333333332,5.5,8.0,4.0,1.0
201903,TS578667,6,4.0,XXXXXX,F,2017-05-01,,23.0,0.0,デイタイム,通常,7500.0,4.916666666666667,5.5,8.0,2.0,1.0
201811,OA808374,6,5.0,XXX,M,2015-12-01,,40.0,0.0,ナイト,通常,6000.0,4.666666666666667,5.0,7.0,3.0,1.0
201812,AS275166,1,3.0,XXXX,M,2015-10-01,,42.0,0.0,オールタイム,通常,10500.0,3.5,3.0,6.0,1.0,1.0
201902,PL012521,6,6.0,XXX,F,2017-09-01,,19.0,0.0,オールタイム,通常,10500.0,6.25,6.5,9.0,3.0,1.0
201811,PL081925,4,2.0,XXXXX,F,2015-10-01,,42.0,0.0,オールタイム,通常,10500.0,4.25,4.5,7.0,2.0,1.0
201902,OA842166,6,7.0,XXX,F,2016-01-01,,39.0,0.0,デイタイム,通常,7500.0,4.916666666666667,5.0,7.0,2.0,1.0
201903,HD071461,8,7.0,XX,F,2018-12-13,,4.0,0.0,デイタイム,入会費無料,7500.0,8.75,8.0,12.0,7.0,1.0
201902,IK228443,6,6.0,XX,M,2016-03-01,,37.0,0.0,ナイト,通常,6000.0,5.25,5.5,7.0,3.0,1.0
201808,IK396673,5,5.0,XXXX,M,2016-09-01,,31.0,0.0,ナイト,通常,6000.0,4.666666666666667,5.0,8.0,3.0,1.0
201903,TS887795,3,1.0,XXXXXX,F,2016-09-01,,31.0,0.0,ナイト,通常,6000.0,5.166666666666667,5.5,8.0,1.0,1.0
201807,PL259109,7,3.0,XXXXX,F,2017-01-01,,27.0,0.0,デイタイム,通常,7500.0,5.0,5.5,9.0,1.0,1.0
201808,HI450069,6,4.0,XXXXXX,M,2016-04-01,,36.0,0.0,オールタイム,通常,10500.0,4.666666666666667,4.5,7.0,3.0,1.0
201812,GD489148,2,3.0,XXXXX,M,2016-02-01,,38.0,0.0,ナイト,通常,6000.0,4.583333333333333,5.0,7.0,2.0,1.0
201808,IK159809,5,5.0,XXXX,F,2017-09-01,,19.0,0.0,ナイト,通常,6000.0,5.333333333333333,5.5,8.0,2.0,1.0
201805,OA380969,9,8.0,XXXXXX,M,2017-09-01,,19.0,0.0,ナイト,通常,6000.0,5.833333333333332,5.5,9.0,3.0,1.0
201902,HD290947,3,4.0,XX,M,2017-08-01,,20.0,0.0,ナイト,入会費半額,6000.0,5.666666666666668,6.0,7.0,3.0,1.0
201903,HI142283,3,3.0,XXXXXX,M,2017-05-01,,23.0,0.0,オールタイム,通常,10500.0,5.5,5.0,9.0,3.0,1.0
201806,TS068663,2,4.0,XXXXX,M,2017-08-01,,20.0,0.0,オールタイム,入会費半額,10500.0,5.833333333333332,6.5,8.0,2.0,1.0
201810,PL876696,5,7.0,XXXX,F,2016-10-01,,30.0,0.0,デイタイム,通常,7500.0,5.333333333333333,5.0,8.0,1.0,1.0
201902,AS415524,10,7.0,XXXX,M,2019-01-09,,3.0,0.0,デイタイム,通常,7500.0,8.666666666666666,9.0,10.0,7.0,1.0
201807,PL152568,2,6.0,XXXXX,F,2015-05-01,,47.0,0.0,ナイト,通常,6000.0,4.666666666666667,5.0,8.0,2.0,1.0
201903,GD825687,7,5.0,XXXXX,M,2018-09-06,,7.0,0.0,オールタイム,通常,10500.0,8.571428571428571,9.0,13.0,5.0,1.0
201810,OA008665,2,3.0,XXXXX,M,2016-10-01,,30.0,0.0,オールタイム,通常,10500.0,4.5,4.0,9.0,2.0,1.0
201902,PL834411,8,1.0,XXXXX,F,2015-05-01,,47.0,0.0,ナイト,通常,6000.0,4.916666666666667,4.5,8.0,1.0,1.0
201808,GD893916,9,10.0,XXXX,F,2018-06-08,,10.0,0.0,オールタイム,入会費半額,10500.0,8.1,8.0,12.0,5.0,1.0
201806,GD332889,7,1.0,XXXXX,F,2016-10-01,,30.0,0.0,デイタイム,通常,7500.0,4.25,4.0,8.0,1.0,1.0
201901,OA952474,1,5.0,XXXXX,F,2016-09-01,,31.0,0.0,オールタイム,通常,10500.0,4.833333333333333,5.0,7.0,1.0,1.0
201807,PL884593,3,2.0,XXXXXX,F,2016-04-01,,36.0,0.0,デイタイム,通常,7500.0,4.333333333333333,4.5,7.0,2.0,1.0
201812,PL946134,7,4.0,XXXXX,F,2017-04-01,,24.0,0.0,デイタイム,通常,7500.0,5.166666666666667,5.0,8.0,3.0,1.0
201809,OA917517,3,4.0,XXXX,F,2017-02-01,,26.0,0.0,デイタイム,通常,7500.0,5.083333333333333,5.0,7.0,3.0,1.0
201902,GD040768,5,6.0,XXXX,M,2016-09-01,,31.0,0.0,デイタイム,通常,7500.0,4.666666666666667,5.0,7.0,1.0,1.0
201809,OA433460,5,1.0,XXXX,F,2016-02-01,,38.0,0.0,デイタイム,通常,7500.0,4.25,5.0,7.0,1.0,1.0
201810,OA225076,5,4.0,XXXXX,M,2015-06-01,,46.0,0.0,オールタイム,通常,10500.0,4.333333333333333,4.5,7.0,1.0,1.0
201902,HD035838,4,4.0,XXX,F,2015-10-01,,42.0,0.0,デイタイム,通常,7500.0,4.833333333333333,4.5,7.0,2.0,1.0
