exitmonth,customer_id,count_now,count_before,name,gender,start_date,end_date,membership_period,is_deleted,class_name,campaign_name,price,mean,median,max,min,routing_flg,exit_date
201806,IK323315,2,2.0,XXXXX,M,2017-08-01,2018-07-31,11.0,1.0,オールタイム,入会費半額,10500.0,2.5,2.0,4.0,2.0,0.0,2018-06-30 00:00:00
201806,IK432403,2,3.0,XXXXX,M,2018-01-01,2018-07-31,6.0,1.0,ナイト,通常,6000.0,2.75,2.5,5.0,1.0,0.0,2018-06-30 00:00:00
201806,IK613660,3,2.0,XXXXX,M,2017-07-01,2018-07-31,12.0,1.0,デイタイム,入会費半額,7500.0,3.0,3.0,4.0,2.0,0.0,2018-06-30 00:00:00
201806,IK662672,2,4.0,XXXX,M,2017-08-01,2018-07-31,11.0,1.0,オールタイム,入会費半額,10500.0,3.75,4.0,5.0,2.0,1.0,2018-06-30 00:00:00
201806,IK683711,5,4.0,XXXX,M,2017-07-01,2018-07-31,12.0,1.0,オールタイム,入会費半額,10500.0,3.0,3.0,5.0,1.0,1.0,2018-06-30 00:00:00
201806,IK783574,1,3.0,XXXX,M,2017-10-01,2018-07-31,9.0,1.0,ナイト,通常,6000.0,2.5,3.0,3.0,1.0,0.0,2018-06-30 00:00:00
201806,IK825670,2,3.0,XXXXXX,F,2017-12-01,2018-07-31,7.0,1.0,オールタイム,入会費無料,10500.0,2.5,2.5,4.0,1.0,1.0,2018-06-30 00:00:00
201806,OA020755,1,3.0,XXXX,F,2018-02-01,2018-07-31,5.0,1.0,デイタイム,通常,7500.0,3.25,3.0,6.0,1.0,0.0,2018-06-30 00:00:00
201806,OA041099,2,2.0,XXXXX,F,2017-11-01,2018-07-31,8.0,1.0,デイタイム,通常,7500.0,2.5,2.5,3.0,2.0,0.0,2018-06-30 00:00:00
201806,OA137459,1,2.0,XXXX,F,2018-03-01,2018-07-31,4.0,1.0,ナイト,通常,6000.0,2.5,2.5,4.0,1.0,0.0,2018-06-30 00:00:00
201806,OA179234,2,2.0,XXXXX,M,2016-11-01,2018-07-31,20.0,1.0,オールタイム,通常,10500.0,2.0,2.0,3.0,1.0,0.0,2018-06-30 00:00:00
201806,OA366759,2,10.0,XXXXX,M,2018-05-09,2018-07-31,2.0,1.0,ナイト,入会費半額,6000.0,5.0,3.0,10.0,2.0,0.0,2018-06-30 00:00:00
201806,OA385689,6,9.0,XXXX,M,2018-05-10,2018-07-31,2.0,1.0,ナイト,入会費半額,6000.0,6.0,6.0,9.0,3.0,1.0,2018-06-30 00:00:00
201806,OA590881,3,2.0,XXXX,M,2018-03-01,2018-07-31,4.0,1.0,オールタイム,通常,10500.0,3.0,2.5,5.0,2.0,0.0,2018-06-30 00:00:00
201806,OA785110,1,2.0,XXXXX,M,2017-08-01,2018-07-31,11.0,1.0,ナイト,入会費半額,6000.0,2.0,2.0,3.0,1.0,0.0,2018-06-30 00:00:00
201806,OA882717,1,1.0,XXXX,F,2017-08-01,2018-07-31,11.0,1.0,デイタイム,入会費半額,7500.0,1.75,1.5,3.0,1.0,0.0,2018-06-30 00:00:00
201806,OA986148,2,3.0,XXXXXX,M,2018-01-01,2018-07-31,6.0,1.0,オールタイム,通常,10500.0,2.25,2.0,3.0,2.0,0.0,2018-06-30 00:00:00
201806,PL000560,4,3.0,XXX,M,2018-04-02,2018-07-31,3.0,1.0,オールタイム,入会費無料,10500.0,4.75,3.5,9.0,3.0,1.0,2018-06-30 00:00:00
201806,PL036627,4,5.0,XXXXX,F,2017-07-01,2018-07-31,12.0,1.0,デイタイム,入会費半額,7500.0,4.25,4.5,5.0,3.0,0.0,2018-06-30 00:00:00
201806,PL050511,2,3.0,XXXXXX,F,2017-07-01,2018-07-31,12.0,1.0,オールタイム,入会費半額,10500.0,3.0,3.0,4.0,2.0,1.0,2018-06-30 00:00:00
201806,PL229628,2,4.0,XXX,F,2017-10-01,2018-07-31,9.0,1.0,オールタイム,通常,10500.0,3.75,4.0,5.0,2.0,1.0,2018-06-30 00:00:00
201806,PL287258,1,3.0,XX,F,2018-01-01,2018-07-31,6.0,1.0,オールタイム,通常,10500.0,2.5,2.0,5.0,1.0,0.0,2018-06-30 00:00:00
201806,PL297992,3,5.0,XXXXX,M,2017-11-01,2018-07-31,8.0,1.0,オールタイム,通常,10500.0,3.25,3.0,5.0,2.0,0.0,2018-06-30 00:00:00
201806,PL304252,5,1.0,XXXX,M,2017-07-01,2018-07-31,12.0,1.0,オールタイム,入会費半額,10500.0,2.5,2.0,5.0,1.0,0.0,2018-06-30 00:00:00
201806,PL309891,2,3.0,XXXXX,F,2018-02-01,2018-07-31,5.0,1.0,デイタイム,通常,7500.0,2.75,2.5,4.0,2.0,0.0,2018-06-30 00:00:00
201806,PL312029,3,4.0,XXXX,F,2018-02-01,2018-07-31,5.0,1.0,デイタイム,通常,7500.0,3.25,3.0,4.0,3.0,0.0,2018-06-30 00:00:00
201806,PL594064,2,5.0,XXXXX,M,2017-12-01,2018-07-31,7.0,1.0,オールタイム,入会費無料,10500.0,3.5,3.5,5.0,2.0,0.0,2018-06-30 00:00:00
201806,PL658829,3,10.0,XXXXX,M,2018-05-11,2018-07-31,2.0,1.0,デイタイム,入会費半額,7500.0,6.0,5.0,10.0,3.0,1.0,2018-06-30 00:00:00
201806,PL708032,2,5.0,XXXX,F,2018-01-01,2018-07-31,6.0,1.0,ナイト,通常,6000.0,2.5,2.0,5.0,1.0,0.0,2018-06-30 00:00:00
201806,PL792014,1,2.0,XX,F,2018-02-01,2018-07-31,5.0,1.0,デイタイム,通常,7500.0,2.0,1.5,4.0,1.0,0.0,2018-06-30 00:00:00
201806,PL876743,4,2.0,XXXX,F,2017-12-01,2018-07-31,7.0,1.0,オールタイム,入会費無料,10500.0,3.0,3.0,4.0,2.0,0.0,2018-06-30 00:00:00
201806,PL952460,2,5.0,XX,F,2017-12-01,2018-07-31,7.0,1.0,オールタイム,入会費無料,10500.0,4.0,4.0,6.0,2.0,1.0,2018-06-30 00:00:00
201806,TS042707,4,4.0,XXX,F,2017-09-01,2018-07-31,10.0,1.0,デイタイム,通常,7500.0,3.0,3.0,4.0,2.0,0.0,2018-06-30 00:00:00
201806,TS099117,2,2.0,XXX,M,2018-01-01,2018-07-31,6.0,1.0,ナイト,通常,6000.0,2.75,2.5,4.0,2.0,0.0,2018-06-30 00:00:00
201806,TS218627,2,3.0,XXXXX,F,2017-12-01,2018-07-31,7.0,1.0,デイタイム,入会費無料,7500.0,3.0,3.0,4.0,2.0,0.0,2018-06-30 00:00:00
201806,TS243124,1,2.0,XXXXX,M,2017-11-01,2018-07-31,8.0,1.0,オールタイム,通常,10500.0,2.0,2.0,3.0,1.0,0.0,2018-06-30 00:00:00
201806,TS277529,1,3.0,XXXXX,M,2017-12-01,2018-07-31,7.0,1.0,ナイト,入会費無料,6000.0,2.75,2.5,5.0,1.0,0.0,2018-06-30 00:00:00
201806,TS385275,2,4.0,XXXX,F,2018-03-01,2018-07-31,4.0,1.0,デイタイム,通常,7500.0,3.0,3.0,4.0,2.0,1.0,2018-06-30 00:00:00
201806,TS468480,2,3.0,XX,M,2017-11-01,2018-07-31,8.0,1.0,ナイト,通常,6000.0,2.75,2.5,4.0,2.0,0.0,2018-06-30 00:00:00
201806,TS609478,4,5.0,XXXX,M,2018-04-06,2018-07-31,3.0,1.0,デイタイム,入会費無料,7500.0,5.0,4.5,9.0,2.0,1.0,2018-06-30 00:00:00
201806,TS651115,1,4.0,XXXXX,F,2017-09-01,2018-07-31,10.0,1.0,オールタイム,通常,10500.0,2.75,2.5,5.0,1.0,1.0,2018-06-30 00:00:00
201806,TS805246,3,3.0,XXXXX,F,2018-03-01,2018-07-31,4.0,1.0,デイタイム,通常,7500.0,3.75,3.5,5.0,3.0,0.0,2018-06-30 00:00:00
201806,TS942640,5,9.0,XXXXX,F,2018-05-06,2018-07-31,2.0,1.0,デイタイム,入会費半額,7500.0,6.0,5.0,9.0,4.0,0.0,2018-06-30 00:00:00
201806,TS973306,2,4.0,XX,M,2017-07-01,2018-07-31,12.0,1.0,オールタイム,入会費半額,10500.0,2.75,3.0,4.0,1.0,1.0,2018-06-30 00:00:00
201807,AS015746,3,2.0,XXXXX,M,2017-12-01,2018-08-31,8.0,1.0,オールタイム,入会費無料,10500.0,2.6,3.0,4.0,1.0,0.0,2018-07-31 00:00:00
201807,AS047907,4,5.0,XXX,M,2016-10-01,2018-08-31,22.0,1.0,オールタイム,通常,10500.0,4.0,4.0,5.0,3.0,1.0,2018-07-31 00:00:00
201807,AS067995,2,6.0,XXXX,M,2018-05-06,2018-08-31,3.0,1.0,ナイト,入会費半額,6000.0,5.25,5.0,9.0,2.0,1.0,2018-07-31 00:00:00
201807,AS157629,2,6.0,XXXX,F,2017-10-01,2018-08-31,10.0,1.0,ナイト,通常,6000.0,3.2,3.0,6.0,2.0,1.0,2018-07-31 00:00:00
201807,AS189336,2,4.0,XXXXX,F,2018-03-01,2018-08-31,5.0,1.0,デイタイム,通常,7500.0,3.2,2.0,7.0,1.0,0.0,2018-07-31 00:00:00
201807,AS502510,4,2.0,XX,F,2018-04-12,2018-08-31,4.0,1.0,デイタイム,入会費無料,7500.0,4.4,4.0,8.0,2.0,0.0,2018-07-31 00:00:00
201807,AS515861,2,2.0,XXXXX,M,2016-11-01,2018-08-31,21.0,1.0,ナイト,通常,6000.0,3.0,2.0,6.0,2.0,1.0,2018-07-31 00:00:00
201807,AS586641,3,4.0,XXX,M,2017-08-01,2018-08-31,12.0,1.0,オールタイム,入会費半額,10500.0,3.6,4.0,4.0,3.0,1.0,2018-07-31 00:00:00
201807,AS676181,3,2.0,XXXX,M,2017-08-01,2018-08-31,12.0,1.0,デイタイム,入会費半額,7500.0,3.8,4.0,5.0,2.0,0.0,2018-07-31 00:00:00
201807,AS814944,3,2.0,XXXXX,F,2018-01-01,2018-08-31,7.0,1.0,デイタイム,通常,7500.0,2.6,3.0,3.0,2.0,0.0,2018-07-31 00:00:00
201807,AS846805,3,3.0,XXXXXX,M,2018-05-12,2018-08-31,3.0,1.0,オールタイム,入会費半額,10500.0,3.75,3.0,6.0,3.0,0.0,2018-07-31 00:00:00
201807,AS890023,5,4.0,XXXX,F,2017-12-01,2018-08-31,8.0,1.0,デイタイム,入会費無料,7500.0,3.2,3.0,5.0,2.0,0.0,2018-07-31 00:00:00
201807,AS920111,5,1.0,XX,F,2018-04-11,2018-08-31,4.0,1.0,ナイト,入会費無料,6000.0,4.6,5.0,10.0,1.0,0.0,2018-07-31 00:00:00
201807,AS978283,2,4.0,XXXXX,M,2017-08-01,2018-08-31,12.0,1.0,オールタイム,入会費半額,10500.0,2.8,3.0,4.0,2.0,0.0,2018-07-31 00:00:00
201807,GD092126,3,8.0,XXX,F,2018-06-09,2018-08-31,2.0,1.0,オールタイム,入会費半額,10500.0,4.333333333333333,3.0,8.0,2.0,0.0,2018-07-31 00:00:00
201807,GD574697,1,2.0,XXXXXX,M,2017-09-01,2018-08-31,11.0,1.0,オールタイム,通常,10500.0,2.0,2.0,3.0,1.0,0.0,2018-07-31 00:00:00
201807,GD624477,1,3.0,XXXX,F,2017-12-01,2018-08-31,8.0,1.0,ナイト,入会費無料,6000.0,2.2,2.0,3.0,1.0,0.0,2018-07-31 00:00:00
201807,GD671138,1,4.0,XXXX,M,2017-11-01,2018-08-31,9.0,1.0,ナイト,通常,6000.0,2.2,2.0,4.0,1.0,0.0,2018-07-31 00:00:00
201807,GD738015,3,5.0,XXXX,M,2018-05-11,2018-08-31,3.0,1.0,ナイト,入会費半額,6000.0,4.0,4.0,7.0,1.0,1.0,2018-07-31 00:00:00
201807,GD754725,1,2.0,XXXXX,F,2017-08-01,2018-08-31,12.0,1.0,オールタイム,入会費半額,10500.0,1.8,2.0,3.0,1.0,0.0,2018-07-31 00:00:00
201807,GD843057,4,7.0,XXXXX,F,2018-05-09,2018-08-31,3.0,1.0,デイタイム,入会費半額,7500.0,5.0,5.5,8.0,1.0,1.0,2018-07-31 00:00:00
201807,GD856484,2,9.0,XXXXX,M,2018-06-01,2018-08-31,2.0,1.0,ナイト,入会費半額,6000.0,5.333333333333333,5.0,9.0,2.0,1.0,2018-07-31 00:00:00
201807,GD868574,1,3.0,XXXX,M,2017-11-01,2018-08-31,9.0,1.0,ナイト,通常,6000.0,2.4,3.0,3.0,1.0,0.0,2018-07-31 00:00:00
201807,GD969310,1,4.0,XX,M,2017-12-01,2018-08-31,8.0,1.0,ナイト,入会費無料,6000.0,2.4,2.0,4.0,1.0,0.0,2018-07-31 00:00:00
201807,HD101700,3,3.0,XXXX,F,2017-08-01,2018-08-31,12.0,1.0,デイタイム,入会費半額,7500.0,3.6,3.0,5.0,3.0,1.0,2018-07-31 00:00:00
201807,HD295267,2,6.0,XXXXX,M,2018-03-01,2018-08-31,5.0,1.0,オールタイム,通常,10500.0,5.4,5.0,10.0,2.0,1.0,2018-07-31 00:00:00
201807,HD312137,3,3.0,XXXXX,M,2018-02-01,2018-08-31,6.0,1.0,オールタイム,通常,10500.0,2.8,3.0,4.0,1.0,1.0,2018-07-31 00:00:00
201807,HD316308,2,4.0,XXXX,F,2018-02-01,2018-08-31,6.0,1.0,ナイト,通常,6000.0,3.4,4.0,5.0,2.0,1.0,2018-07-31 00:00:00
201807,HD460338,2,2.0,XXXXX,F,2018-05-08,2018-08-31,3.0,1.0,デイタイム,入会費半額,7500.0,3.5,2.0,8.0,2.0,0.0,2018-07-31 00:00:00
201807,HD804041,2,5.0,XXXX,M,2018-05-15,2018-08-31,3.0,1.0,オールタイム,入会費半額,10500.0,5.0,4.5,9.0,2.0,1.0,2018-07-31 00:00:00
201807,HD807553,1,4.0,XXXXX,F,2017-11-01,2018-08-31,9.0,1.0,オールタイム,通常,10500.0,3.0,4.0,4.0,1.0,0.0,2018-07-31 00:00:00
201807,HD828510,3,6.0,XXXXX,M,2018-05-07,2018-08-31,3.0,1.0,オールタイム,入会費半額,10500.0,6.0,4.5,12.0,3.0,1.0,2018-07-31 00:00:00
201807,HD883595,4,9.0,XXXXX,M,2018-06-08,2018-08-31,2.0,1.0,ナイト,入会費半額,6000.0,5.333333333333333,4.0,9.0,3.0,1.0,2018-07-31 00:00:00
201807,HI193026,3,5.0,XXXXX,F,2018-01-01,2018-08-31,7.0,1.0,デイタイム,通常,7500.0,2.4,2.0,5.0,1.0,1.0,2018-07-31 00:00:00
201807,HI195873,2,3.0,XXX,F,2018-04-02,2018-08-31,4.0,1.0,オールタイム,入会費無料,10500.0,4.4,3.0,10.0,2.0,1.0,2018-07-31 00:00:00
201807,HI402317,4,2.0,XXX,F,2018-04-11,2018-08-31,4.0,1.0,オールタイム,入会費無料,10500.0,4.2,4.0,7.0,2.0,0.0,2018-07-31 00:00:00
201807,HI457483,2,2.0,XXXX,M,2017-12-01,2018-08-31,8.0,1.0,オールタイム,入会費無料,10500.0,2.6,3.0,3.0,2.0,0.0,2018-07-31 00:00:00
201807,HI467357,5,1.0,XXXX,F,2016-10-01,2018-08-31,22.0,1.0,デイタイム,通常,7500.0,2.4,2.0,5.0,1.0,1.0,2018-07-31 00:00:00
201807,HI555012,6,4.0,XXXXXX,M,2018-04-07,2018-08-31,4.0,1.0,オールタイム,入会費無料,10500.0,4.8,4.0,8.0,2.0,1.0,2018-07-31 00:00:00
201807,HI583705,5,5.0,XXXXX,F,2017-12-01,2018-08-31,8.0,1.0,ナイト,入会費無料,6000.0,4.0,5.0,5.0,2.0,1.0,2018-07-31 00:00:00
201807,HI584203,2,3.0,XX,M,2017-12-01,2018-08-31,8.0,1.0,ナイト,入会費無料,6000.0,3.0,3.0,4.0,2.0,1.0,2018-07-31 00:00:00
201807,HI595550,5,3.0,XXXXX,M,2018-03-01,2018-08-31,5.0,1.0,オールタイム,通常,10500.0,4.4,5.0,7.0,1.0,0.0,2018-07-31 00:00:00
201807,HI618824,2,2.0,XX,M,2018-02-01,2018-08-31,6.0,1.0,オールタイム,通常,10500.0,3.2,2.0,6.0,2.0,1.0,2018-07-31 00:00:00
201807,HI687125,1,10.0,XXXXXX,M,2018-06-03,2018-08-31,2.0,1.0,オールタイム,入会費半額,10500.0,5.333333333333333,5.0,10.0,1.0,0.0,2018-07-31 00:00:00
201807,HI736424,1,7.0,XXXXXX,F,2017-02-01,2018-08-31,18.0,1.0,オールタイム,通常,10500.0,2.8,2.0,7.0,1.0,0.0,2018-07-31 00:00:00
201807,HI755349,1,4.0,XXXXX,F,2017-10-01,2018-08-31,10.0,1.0,デイタイム,通常,7500.0,2.2,2.0,4.0,1.0,0.0,2018-07-31 00:00:00
201807,HI779743,1,3.0,XXXXXX,M,2016-12-01,2018-08-31,20.0,1.0,デイタイム,通常,7500.0,2.0,2.0,3.0,1.0,0.0,2018-07-31 00:00:00
201807,HI791682,3,3.0,XXXXX,M,2017-05-01,2018-08-31,15.0,1.0,オールタイム,通常,10500.0,2.2,2.0,3.0,1.0,0.0,2018-07-31 00:00:00
201807,HI805260,5,9.0,XX,F,2018-06-08,2018-08-31,2.0,1.0,オールタイム,入会費半額,10500.0,6.333333333333332,5.0,9.0,5.0,0.0,2018-07-31 00:00:00
201807,HI849593,3,3.0,XXX,F,2018-01-01,2018-08-31,7.0,1.0,デイタイム,通常,7500.0,3.6,3.0,6.0,2.0,1.0,2018-07-31 00:00:00
201807,HI912202,3,4.0,XXXX,M,2017-12-01,2018-08-31,8.0,1.0,オールタイム,入会費無料,10500.0,2.8,3.0,4.0,2.0,0.0,2018-07-31 00:00:00
201807,IK011787,1,1.0,XXXX,F,2017-09-01,2018-08-31,11.0,1.0,デイタイム,通常,7500.0,1.8,1.0,4.0,1.0,0.0,2018-07-31 00:00:00
201807,IK146888,2,1.0,XXXX,M,2017-11-01,2018-08-31,9.0,1.0,ナイト,通常,6000.0,2.0,2.0,4.0,1.0,1.0,2018-07-31 00:00:00
201807,IK165785,5,2.0,XXX,M,2018-04-04,2018-08-31,4.0,1.0,ナイト,入会費無料,6000.0,4.6,5.0,8.0,2.0,1.0,2018-07-31 00:00:00
201807,IK168411,4,9.0,XXXXX,M,2018-06-04,2018-08-31,2.0,1.0,オールタイム,入会費半額,10500.0,4.666666666666667,4.0,9.0,1.0,0.0,2018-07-31 00:00:00
201807,IK195538,4,6.0,XXXXXX,M,2018-02-01,2018-08-31,6.0,1.0,オールタイム,通常,10500.0,3.8,4.0,6.0,1.0,1.0,2018-07-31 00:00:00
201807,IK279715,2,2.0,XXXXX,M,2017-12-01,2018-08-31,8.0,1.0,オールタイム,入会費無料,10500.0,2.8,3.0,4.0,2.0,0.0,2018-07-31 00:00:00
201807,IK552971,3,3.0,XXXXX,F,2018-04-02,2018-08-31,4.0,1.0,デイタイム,入会費無料,7500.0,4.4,3.0,8.0,3.0,0.0,2018-07-31 00:00:00
201807,IK597919,2,8.0,XXX,F,2018-06-04,2018-08-31,2.0,1.0,オールタイム,入会費半額,10500.0,4.666666666666667,4.0,8.0,2.0,1.0,2018-07-31 00:00:00
201807,IK602905,1,6.0,XXX,F,2018-05-14,2018-08-31,3.0,1.0,デイタイム,入会費半額,7500.0,4.25,4.5,7.0,1.0,0.0,2018-07-31 00:00:00
201807,IK694377,4,4.0,XXXX,M,2017-08-01,2018-08-31,12.0,1.0,オールタイム,入会費半額,10500.0,3.2,4.0,4.0,2.0,0.0,2018-07-31 00:00:00
201807,IK712590,3,3.0,XX,F,2017-12-01,2018-08-31,8.0,1.0,デイタイム,入会費無料,7500.0,3.4,3.0,5.0,2.0,0.0,2018-07-31 00:00:00
201807,IK777885,2,11.0,XXXXXX,M,2018-06-14,2018-08-31,2.0,1.0,オールタイム,入会費半額,10500.0,5.333333333333333,3.0,11.0,2.0,0.0,2018-07-31 00:00:00
201807,IK912733,2,3.0,XXXX,F,2017-04-01,2018-08-31,16.0,1.0,デイタイム,通常,7500.0,2.0,2.0,3.0,1.0,0.0,2018-07-31 00:00:00
201807,IK973289,2,4.0,XXXX,F,2018-04-09,2018-08-31,4.0,1.0,オールタイム,入会費無料,10500.0,3.4,2.0,8.0,1.0,0.0,2018-07-31 00:00:00
201807,OA030640,2,2.0,XXXXX,M,2017-09-01,2018-08-31,11.0,1.0,オールタイム,通常,10500.0,2.2,2.0,3.0,2.0,0.0,2018-07-31 00:00:00
201807,OA078433,2,7.0,XXXXX,M,2016-10-01,2018-08-31,22.0,1.0,ナイト,通常,6000.0,3.6,2.0,7.0,2.0,1.0,2018-07-31 00:00:00
201807,OA103150,2,9.0,XXXXX,M,2018-06-01,2018-08-31,2.0,1.0,デイタイム,入会費半額,7500.0,4.666666666666667,3.0,9.0,2.0,1.0,2018-07-31 00:00:00
201807,OA270348,2,4.0,XXXXX,M,2017-02-01,2018-08-31,18.0,1.0,ナイト,通常,6000.0,2.8,2.0,5.0,1.0,1.0,2018-07-31 00:00:00
201807,OA308827,3,3.0,XXX,F,2016-10-01,2018-08-31,22.0,1.0,オールタイム,通常,10500.0,2.2,2.0,3.0,1.0,0.0,2018-07-31 00:00:00
201807,OA393110,1,1.0,XXXXX,F,2018-04-06,2018-08-31,4.0,1.0,ナイト,入会費無料,6000.0,4.4,6.0,7.0,1.0,1.0,2018-07-31 00:00:00
201807,OA420229,5,4.0,XXXXX,F,2018-05-02,2018-08-31,3.0,1.0,オールタイム,入会費半額,10500.0,4.75,4.5,8.0,2.0,0.0,2018-07-31 00:00:00
201807,OA435380,2,8.0,XXXXX,M,2018-05-08,2018-08-31,3.0,1.0,オールタイム,入会費半額,10500.0,4.5,4.0,8.0,2.0,0.0,2018-07-31 00:00:00
201807,OA449747,5,4.0,XXXXX,M,2018-01-01,2018-08-31,7.0,1.0,ナイト,通常,6000.0,3.4,3.0,5.0,2.0,0.0,2018-07-31 00:00:00
201807,OA467724,2,8.0,XXXX,F,2018-06-10,2018-08-31,2.0,1.0,オールタイム,入会費半額,10500.0,4.333333333333333,3.0,8.0,2.0,0.0,2018-07-31 00:00:00
201807,OA635459,2,4.0,XXXXXX,M,2018-04-07,2018-08-31,4.0,1.0,オールタイム,入会費無料,10500.0,3.4,4.0,5.0,2.0,0.0,2018-07-31 00:00:00
201807,OA684421,3,3.0,XXXX,M,2018-03-01,2018-08-31,5.0,1.0,オールタイム,通常,10500.0,3.8,3.0,6.0,2.0,0.0,2018-07-31 00:00:00
201807,OA783122,1,1.0,XXXXXX,M,2017-12-01,2018-08-31,8.0,1.0,ナイト,入会費無料,6000.0,2.0,1.0,5.0,1.0,0.0,2018-07-31 00:00:00
201807,OA798178,2,1.0,XXXXX,F,2017-08-01,2018-08-31,12.0,1.0,オールタイム,入会費半額,10500.0,1.8,1.0,4.0,1.0,0.0,2018-07-31 00:00:00
201807,OA945296,3,4.0,XXX,F,2017-08-01,2018-08-31,12.0,1.0,オールタイム,入会費半額,10500.0,2.8,3.0,4.0,1.0,1.0,2018-07-31 00:00:00
201807,OA955088,1,5.0,XXXXXX,M,2017-10-01,2018-08-31,10.0,1.0,ナイト,通常,6000.0,2.8,2.0,5.0,1.0,0.0,2018-07-31 00:00:00
201807,PL044696,4,2.0,XXXXX,F,2018-01-01,2018-08-31,7.0,1.0,デイタイム,通常,7500.0,2.4,2.0,4.0,1.0,1.0,2018-07-31 00:00:00
201807,PL183628,2,7.0,XXXXXX,F,2018-06-06,2018-08-31,2.0,1.0,ナイト,入会費半額,6000.0,4.666666666666667,5.0,7.0,2.0,0.0,2018-07-31 00:00:00
201807,PL198428,4,4.0,XXXXX,F,2017-12-01,2018-08-31,8.0,1.0,オールタイム,入会費無料,10500.0,2.8,3.0,4.0,1.0,1.0,2018-07-31 00:00:00
201807,PL233729,4,5.0,XXXX,M,2018-02-01,2018-08-31,6.0,1.0,ナイト,通常,6000.0,4.2,5.0,6.0,1.0,1.0,2018-07-31 00:00:00
201807,PL270286,1,4.0,XXXXX,F,2018-02-01,2018-08-31,6.0,1.0,オールタイム,通常,10500.0,3.2,3.0,6.0,1.0,0.0,2018-07-31 00:00:00
201807,PL335953,4,1.0,XXXX,F,2017-09-01,2018-08-31,11.0,1.0,デイタイム,通常,7500.0,2.6,3.0,4.0,1.0,1.0,2018-07-31 00:00:00
201807,PL340906,1,3.0,XXXX,M,2017-11-01,2018-08-31,9.0,1.0,オールタイム,通常,10500.0,1.8,1.0,3.0,1.0,0.0,2018-07-31 00:00:00
201807,PL360369,1,2.0,XXXXX,M,2018-02-01,2018-08-31,6.0,1.0,オールタイム,通常,10500.0,3.6,4.0,6.0,1.0,1.0,2018-07-31 00:00:00
201807,PL910647,3,4.0,XXXXXX,F,2017-12-01,2018-08-31,8.0,1.0,オールタイム,入会費無料,10500.0,3.2,3.0,4.0,3.0,0.0,2018-07-31 00:00:00
201807,PL987832,1,4.0,XXXX,F,2017-09-01,2018-08-31,11.0,1.0,ナイト,通常,6000.0,2.6,3.0,4.0,1.0,0.0,2018-07-31 00:00:00
201807,PL995085,1,2.0,XXXXXX,M,2018-04-01,2018-08-31,4.0,1.0,オールタイム,入会費無料,10500.0,4.2,3.0,9.0,1.0,1.0,2018-07-31 00:00:00
201807,TS124443,3,3.0,XXXXX,F,2018-03-01,2018-08-31,5.0,1.0,オールタイム,通常,10500.0,4.0,3.0,7.0,3.0,0.0,2018-07-31 00:00:00
201807,TS169261,2,1.0,XXXXX,M,2017-12-01,2018-08-31,8.0,1.0,ナイト,入会費無料,6000.0,2.6,2.0,5.0,1.0,0.0,2018-07-31 00:00:00
201807,TS322485,3,2.0,XX,F,2018-04-02,2018-08-31,4.0,1.0,ナイト,入会費無料,6000.0,2.8,2.0,6.0,1.0,1.0,2018-07-31 00:00:00
201807,TS408600,2,2.0,XXX,M,2018-04-09,2018-08-31,4.0,1.0,オールタイム,入会費無料,10500.0,3.0,2.0,6.0,1.0,0.0,2018-07-31 00:00:00
201807,TS420082,5,6.0,XXXX,F,2018-06-13,2018-08-31,2.0,1.0,デイタイム,入会費半額,7500.0,5.0,5.0,6.0,4.0,0.0,2018-07-31 00:00:00
201807,TS427553,1,9.0,XXXXXX,F,2018-06-06,2018-08-31,2.0,1.0,オールタイム,入会費半額,10500.0,4.666666666666667,4.0,9.0,1.0,0.0,2018-07-31 00:00:00
201807,TS489018,5,3.0,XXX,M,2017-12-01,2018-08-31,8.0,1.0,デイタイム,入会費無料,7500.0,2.6,2.0,5.0,1.0,0.0,2018-07-31 00:00:00
201807,TS560274,3,2.0,XXXX,F,2017-09-01,2018-08-31,11.0,1.0,デイタイム,通常,7500.0,2.2,2.0,3.0,1.0,0.0,2018-07-31 00:00:00
201807,TS634630,2,1.0,XXXXX,M,2017-10-01,2018-08-31,10.0,1.0,オールタイム,通常,10500.0,1.8,2.0,3.0,1.0,0.0,2018-07-31 00:00:00
201807,TS760331,3,3.0,XXX,M,2017-11-01,2018-08-31,9.0,1.0,ナイト,通常,6000.0,3.4,3.0,6.0,1.0,1.0,2018-07-31 00:00:00
201807,TS803328,3,5.0,XXX,F,2018-04-04,2018-08-31,4.0,1.0,デイタイム,入会費無料,7500.0,4.8,5.0,9.0,1.0,0.0,2018-07-31 00:00:00
201807,TS828794,2,5.0,XXXXX,M,2018-01-01,2018-08-31,7.0,1.0,オールタイム,通常,10500.0,2.6,2.0,5.0,2.0,0.0,2018-07-31 00:00:00
201807,TS842244,5,4.0,XXXXX,F,2018-05-09,2018-08-31,3.0,1.0,デイタイム,入会費半額,7500.0,5.25,4.5,9.0,3.0,1.0,2018-07-31 00:00:00
201807,TS842808,5,5.0,XXX,M,2017-09-01,2018-08-31,11.0,1.0,オールタイム,通常,10500.0,3.8,4.0,5.0,2.0,0.0,2018-07-31 00:00:00
201807,TS884681,5,3.0,XXXX,M,2018-01-01,2018-08-31,7.0,1.0,オールタイム,通常,10500.0,3.4,4.0,5.0,1.0,0.0,2018-07-31 00:00:00
