usemonth,customer_id,count_pred,count_0,count_1,count_2,count_3,count_4,count_5,start_date,now_date,period
201811,TS106731,7,5.0,6.0,4.0,5.0,2.0,2.0,2015-06-01,2018-11-01,41
201811,TS121904,9,7.0,7.0,6.0,5.0,5.0,4.0,2016-10-01,2018-11-01,25
201811,TS126185,6,7.0,5.0,2.0,7.0,9.0,5.0,2016-01-01,2018-11-01,34
201811,TS128180,2,3.0,5.0,5.0,2.0,4.0,5.0,2016-09-01,2018-11-01,26
201811,TS130392,2,5.0,5.0,6.0,6.0,6.0,4.0,2016-06-01,2018-11-01,29
201811,TS132003,9,4.0,8.0,8.0,7.0,6.0,9.0,2017-11-01,2018-11-01,12
201811,TS133757,10,8.0,7.0,8.0,10.0,7.0,9.0,2018-01-01,2018-11-01,10
201811,TS134180,3,4.0,6.0,3.0,7.0,5.0,7.0,2016-07-01,2018-11-01,28
201811,TS138606,9,8.0,2.0,7.0,7.0,5.0,3.0,2017-01-01,2018-11-01,22
201811,TS145533,4,5.0,2.0,6.0,3.0,3.0,2.0,2015-10-01,2018-11-01,37
201811,TS146087,5,4.0,4.0,7.0,5.0,7.0,5.0,2017-03-01,2018-11-01,20
201811,TS147383,5,3.0,4.0,1.0,4.0,4.0,4.0,2015-08-01,2018-11-01,39
201811,TS150659,6,4.0,8.0,5.0,5.0,9.0,5.0,2017-06-01,2018-11-01,17
201811,TS151776,6,5.0,4.0,5.0,5.0,8.0,7.0,2017-07-01,2018-11-01,16
201811,TS159187,4,5.0,5.0,3.0,5.0,4.0,6.0,2015-09-01,2018-11-01,38
201811,TS161188,4,3.0,5.0,6.0,2.0,5.0,7.0,2016-03-01,2018-11-01,32
201811,TS161670,4,6.0,7.0,5.0,4.0,8.0,5.0,2015-09-01,2018-11-01,38
201811,TS165036,3,2.0,6.0,3.0,4.0,3.0,4.0,2016-02-01,2018-11-01,33
201811,TS168517,4,2.0,4.0,4.0,4.0,5.0,6.0,2015-09-01,2018-11-01,38
201811,TS170828,8,3.0,6.0,4.0,4.0,3.0,4.0,2015-12-01,2018-11-01,35
201811,TS174464,6,7.0,8.0,9.0,6.0,8.0,10.0,2018-04-11,2018-11-01,6
201811,TS178285,5,6.0,3.0,7.0,6.0,8.0,4.0,2016-09-01,2018-11-01,26
201811,TS179365,4,2.0,4.0,6.0,5.0,2.0,4.0,2015-06-01,2018-11-01,41
201811,TS181112,6,6.0,8.0,8.0,5.0,4.0,6.0,2017-07-01,2018-11-01,16
201811,TS181580,7,4.0,4.0,4.0,3.0,6.0,2.0,2016-05-01,2018-11-01,30
201811,TS184897,3,6.0,4.0,3.0,6.0,5.0,6.0,2016-06-01,2018-11-01,29
201811,TS186053,6,3.0,6.0,4.0,5.0,5.0,6.0,2016-02-01,2018-11-01,33
201811,TS186877,9,7.0,4.0,6.0,4.0,7.0,6.0,2017-06-01,2018-11-01,17
201811,TS187985,4,6.0,4.0,2.0,9.0,5.0,6.0,2016-10-01,2018-11-01,25
201811,TS189978,4,5.0,6.0,5.0,3.0,5.0,8.0,2016-07-01,2018-11-01,28
201811,TS190609,4,6.0,4.0,5.0,3.0,5.0,6.0,2016-04-01,2018-11-01,31
201811,TS200932,7,7.0,2.0,6.0,4.0,4.0,5.0,2015-06-01,2018-11-01,41
201811,TS205765,2,5.0,5.0,5.0,6.0,5.0,5.0,2017-07-01,2018-11-01,16
201811,TS206784,4,2.0,6.0,6.0,8.0,7.0,8.0,2017-09-01,2018-11-01,14
201811,TS210661,8,7.0,5.0,4.0,5.0,4.0,5.0,2015-05-01,2018-11-01,42
201811,TS213950,8,6.0,6.0,8.0,6.0,6.0,6.0,2017-05-01,2018-11-01,18
201811,TS217776,5,5.0,6.0,9.0,8.0,5.0,6.0,2017-08-01,2018-11-01,15
201811,TS220587,4,3.0,7.0,6.0,4.0,8.0,7.0,2016-05-01,2018-11-01,30
201811,TS221696,5,9.0,11.0,5.0,8.0,9.0,10.0,2018-03-01,2018-11-01,8
201811,TS223691,4,5.0,4.0,5.0,2.0,6.0,3.0,2015-08-01,2018-11-01,39
201811,TS228066,8,8.0,8.0,8.0,8.0,8.0,11.0,2018-03-01,2018-11-01,8
201811,TS230934,8,6.0,3.0,2.0,6.0,6.0,7.0,2015-11-01,2018-11-01,36
201811,TS231098,8,8.0,6.0,8.0,6.0,8.0,10.0,2017-12-01,2018-11-01,11
201811,TS236568,6,7.0,6.0,7.0,9.0,6.0,7.0,2017-01-01,2018-11-01,22
201811,TS244750,7,4.0,4.0,3.0,4.0,5.0,4.0,2015-07-01,2018-11-01,40
201811,TS246098,6,2.0,5.0,5.0,7.0,4.0,9.0,2017-09-01,2018-11-01,14
201811,TS250479,5,3.0,5.0,5.0,6.0,7.0,7.0,2017-06-01,2018-11-01,17
201811,TS250786,6,5.0,5.0,4.0,5.0,5.0,6.0,2016-06-01,2018-11-01,29
201811,TS252991,4,1.0,4.0,5.0,3.0,5.0,6.0,2017-04-01,2018-11-01,19
201811,TS253407,6,5.0,5.0,4.0,4.0,7.0,3.0,2016-03-01,2018-11-01,32
201811,TS257517,8,6.0,6.0,7.0,6.0,6.0,8.0,2016-11-01,2018-11-01,24
201811,TS258685,8,7.0,7.0,6.0,5.0,6.0,5.0,2017-03-01,2018-11-01,20
201811,TS260662,5,4.0,3.0,6.0,5.0,3.0,4.0,2015-12-01,2018-11-01,35
201811,TS268882,4,4.0,6.0,4.0,3.0,5.0,4.0,2016-05-01,2018-11-01,30
201811,TS273269,4,4.0,1.0,2.0,2.0,5.0,4.0,2015-06-01,2018-11-01,41
201811,TS277035,6,7.0,6.0,6.0,8.0,8.0,8.0,2017-11-01,2018-11-01,12
201811,TS278201,3,7.0,3.0,5.0,3.0,8.0,6.0,2015-12-01,2018-11-01,35
201811,TS282078,8,5.0,6.0,3.0,2.0,5.0,6.0,2017-03-01,2018-11-01,20
201811,TS283431,4,4.0,7.0,4.0,1.0,5.0,5.0,2016-03-01,2018-11-01,32
201811,TS286542,3,8.0,5.0,2.0,6.0,5.0,4.0,2016-01-01,2018-11-01,34
201811,TS290936,6,5.0,5.0,9.0,6.0,5.0,2.0,2016-12-01,2018-11-01,23
201811,TS294275,4,5.0,5.0,2.0,4.0,6.0,5.0,2016-07-01,2018-11-01,28
201811,TS294433,6,7.0,8.0,6.0,2.0,7.0,10.0,2017-06-01,2018-11-01,17
201811,TS300891,7,6.0,7.0,7.0,11.0,6.0,7.0,2017-12-01,2018-11-01,11
201811,TS310889,7,7.0,8.0,8.0,8.0,9.0,8.0,2018-05-03,2018-11-01,5
201811,TS311478,6,4.0,6.0,7.0,5.0,8.0,6.0,2017-09-01,2018-11-01,14
201811,TS315466,5,5.0,3.0,3.0,2.0,6.0,8.0,2018-05-01,2018-11-01,6
201811,TS316311,6,3.0,6.0,3.0,3.0,8.0,7.0,2017-06-01,2018-11-01,17
201811,TS321715,2,4.0,7.0,8.0,4.0,2.0,7.0,2015-10-01,2018-11-01,37
201811,TS322238,5,5.0,5.0,5.0,3.0,9.0,6.0,2016-12-01,2018-11-01,23
201811,TS324893,7,6.0,5.0,1.0,10.0,4.0,4.0,2016-07-01,2018-11-01,28
201811,TS327886,8,6.0,5.0,6.0,6.0,4.0,7.0,2017-04-01,2018-11-01,19
201811,TS331765,4,4.0,6.0,7.0,5.0,7.0,6.0,2017-05-01,2018-11-01,18
201811,TS332485,7,6.0,7.0,6.0,7.0,6.0,5.0,2016-09-01,2018-11-01,26
201811,TS332691,4,7.0,5.0,7.0,4.0,2.0,3.0,2016-01-01,2018-11-01,34
201811,TS333555,6,3.0,7.0,3.0,5.0,4.0,4.0,2016-01-01,2018-11-01,34
201811,TS333942,7,4.0,7.0,9.0,5.0,9.0,9.0,2018-02-01,2018-11-01,9
201811,TS341150,5,5.0,8.0,2.0,5.0,5.0,4.0,2017-03-01,2018-11-01,20
201811,TS343738,8,3.0,3.0,8.0,8.0,6.0,7.0,2017-05-01,2018-11-01,18
201811,TS344152,3,5.0,6.0,4.0,6.0,6.0,7.0,2016-11-01,2018-11-01,24
201811,TS349770,2,1.0,3.0,3.0,5.0,6.0,7.0,2018-05-04,2018-11-01,5
201811,TS349820,6,6.0,4.0,3.0,8.0,8.0,6.0,2017-08-01,2018-11-01,15
201811,TS349914,6,6.0,1.0,2.0,4.0,5.0,5.0,2016-02-01,2018-11-01,33
201811,TS351797,3,5.0,4.0,3.0,6.0,7.0,7.0,2016-10-01,2018-11-01,25
201811,TS356315,5,1.0,6.0,8.0,7.0,4.0,5.0,2015-10-01,2018-11-01,37
201811,TS357089,4,4.0,6.0,6.0,5.0,4.0,5.0,2015-08-01,2018-11-01,39
201811,TS357747,10,9.0,7.0,8.0,8.0,8.0,8.0,2018-05-13,2018-11-01,5
201811,TS361500,5,7.0,6.0,6.0,8.0,5.0,4.0,2016-11-01,2018-11-01,24
201811,TS362290,8,7.0,3.0,4.0,7.0,6.0,4.0,2017-07-01,2018-11-01,16
201811,TS364512,5,2.0,4.0,5.0,8.0,6.0,7.0,2015-09-01,2018-11-01,38
201811,TS365322,4,8.0,8.0,7.0,9.0,7.0,6.0,2017-11-01,2018-11-01,12
201811,TS365803,8,9.0,6.0,7.0,7.0,6.0,4.0,2016-11-01,2018-11-01,24
201811,TS369665,2,5.0,6.0,7.0,3.0,3.0,5.0,2016-02-01,2018-11-01,33
201811,TS381496,4,6.0,5.0,3.0,5.0,5.0,5.0,2016-03-01,2018-11-01,32
201811,TS381681,1,6.0,6.0,5.0,7.0,6.0,6.0,2016-10-01,2018-11-01,25
201811,TS382258,6,8.0,7.0,7.0,8.0,7.0,8.0,2018-02-01,2018-11-01,9
201811,TS386881,6,6.0,4.0,3.0,1.0,5.0,4.0,2015-08-01,2018-11-01,39
201811,TS390923,3,5.0,5.0,2.0,6.0,4.0,5.0,2017-12-01,2018-11-01,11
201811,TS392587,4,7.0,8.0,6.0,4.0,5.0,6.0,2016-11-01,2018-11-01,24
201811,TS394144,6,3.0,9.0,5.0,4.0,7.0,4.0,2017-01-01,2018-11-01,22
201811,TS396028,5,6.0,8.0,4.0,4.0,6.0,2.0,2016-12-01,2018-11-01,23
201811,TS408289,6,6.0,5.0,4.0,7.0,7.0,5.0,2016-12-01,2018-11-01,23
201811,TS409844,7,6.0,6.0,9.0,7.0,7.0,5.0,2017-12-01,2018-11-01,11
201811,TS413023,3,5.0,6.0,6.0,2.0,6.0,4.0,2015-11-01,2018-11-01,36
201811,TS413667,6,4.0,4.0,3.0,5.0,6.0,5.0,2016-07-01,2018-11-01,28
201811,TS414581,5,8.0,4.0,5.0,9.0,8.0,9.0,2018-03-01,2018-11-01,8
201811,TS416373,7,6.0,8.0,3.0,3.0,5.0,4.0,2017-03-01,2018-11-01,20
201811,TS417170,3,5.0,4.0,5.0,2.0,6.0,3.0,2016-01-01,2018-11-01,34
201811,TS420499,4,4.0,5.0,4.0,4.0,5.0,2.0,2016-04-01,2018-11-01,31
201811,TS426363,5,1.0,4.0,5.0,6.0,5.0,4.0,2015-12-01,2018-11-01,35
201811,TS428494,5,8.0,8.0,6.0,9.0,10.0,5.0,2017-10-01,2018-11-01,13
201811,TS437647,3,5.0,6.0,4.0,3.0,6.0,5.0,2015-06-01,2018-11-01,41
201811,TS439348,7,7.0,6.0,6.0,7.0,7.0,7.0,2017-10-01,2018-11-01,13
201811,TS440617,6,5.0,3.0,3.0,3.0,7.0,3.0,2015-07-01,2018-11-01,40
201811,TS461809,9,6.0,6.0,8.0,9.0,8.0,7.0,2018-03-01,2018-11-01,8
201811,TS465474,2,2.0,1.0,2.0,1.0,5.0,3.0,2017-12-01,2018-11-01,11
201811,TS470645,7,4.0,1.0,6.0,8.0,7.0,4.0,2017-05-01,2018-11-01,18
201811,TS471939,7,5.0,5.0,6.0,5.0,3.0,3.0,2015-06-01,2018-11-01,41
201811,TS476049,6,7.0,8.0,7.0,6.0,10.0,7.0,2018-01-01,2018-11-01,10
201811,TS477224,5,3.0,7.0,6.0,3.0,6.0,8.0,2016-06-01,2018-11-01,29
201811,TS487207,6,3.0,4.0,3.0,4.0,3.0,5.0,2015-05-01,2018-11-01,42
201811,TS488636,4,5.0,5.0,4.0,7.0,6.0,6.0,2016-07-01,2018-11-01,28
201811,TS492813,7,4.0,7.0,5.0,6.0,6.0,5.0,2017-09-01,2018-11-01,14
201811,TS493191,8,6.0,4.0,8.0,9.0,6.0,9.0,2017-11-01,2018-11-01,12
201811,TS504594,5,3.0,5.0,5.0,4.0,5.0,4.0,2016-02-01,2018-11-01,33
201811,TS509743,5,5.0,4.0,4.0,7.0,7.0,6.0,2016-07-01,2018-11-01,28
201811,TS510841,2,4.0,5.0,1.0,1.0,3.0,4.0,2017-12-01,2018-11-01,11
201811,TS516522,6,2.0,4.0,7.0,5.0,7.0,6.0,2017-08-01,2018-11-01,15
201811,TS518383,6,8.0,7.0,10.0,9.0,6.0,6.0,2018-01-01,2018-11-01,10
201811,TS519969,4,5.0,3.0,2.0,7.0,4.0,4.0,2016-10-01,2018-11-01,25
201811,TS520001,6,6.0,2.0,6.0,3.0,5.0,4.0,2015-12-01,2018-11-01,35
201811,TS522889,5,7.0,5.0,6.0,3.0,5.0,5.0,2017-04-01,2018-11-01,19
201811,TS526480,1,6.0,7.0,3.0,9.0,5.0,9.0,2016-10-01,2018-11-01,25
201811,TS532933,2,4.0,6.0,6.0,6.0,7.0,5.0,2017-03-01,2018-11-01,20
201811,TS535917,4,6.0,4.0,4.0,8.0,5.0,6.0,2017-04-01,2018-11-01,19
201811,TS536483,4,6.0,6.0,4.0,5.0,5.0,8.0,2015-09-01,2018-11-01,38
201811,TS536631,6,4.0,1.0,5.0,6.0,3.0,4.0,2016-02-01,2018-11-01,33
201811,TS541856,6,6.0,8.0,3.0,8.0,5.0,2.0,2017-02-01,2018-11-01,21
201811,TS548118,4,6.0,6.0,4.0,5.0,8.0,5.0,2015-09-01,2018-11-01,38
201811,TS551344,2,3.0,3.0,5.0,5.0,8.0,9.0,2018-05-14,2018-11-01,5
201811,TS554037,6,6.0,4.0,6.0,2.0,4.0,6.0,2015-07-01,2018-11-01,40
201811,TS554434,2,4.0,3.0,5.0,5.0,6.0,5.0,2017-11-01,2018-11-01,12
201811,TS558026,6,5.0,9.0,3.0,3.0,9.0,3.0,2015-12-01,2018-11-01,35
201811,TS569600,2,3.0,3.0,4.0,3.0,5.0,6.0,2017-12-01,2018-11-01,11
201811,TS571375,4,4.0,4.0,4.0,5.0,5.0,5.0,2015-09-01,2018-11-01,38
201811,TS574471,4,6.0,5.0,6.0,8.0,6.0,5.0,2017-07-01,2018-11-01,16
201811,TS578065,3,6.0,4.0,1.0,4.0,3.0,7.0,2016-09-01,2018-11-01,26
201811,TS578667,4,4.0,6.0,2.0,6.0,6.0,6.0,2017-05-01,2018-11-01,18
201811,TS597253,3,7.0,8.0,4.0,5.0,5.0,5.0,2017-03-01,2018-11-01,20
201811,TS598952,4,9.0,7.0,9.0,8.0,9.0,8.0,2018-03-01,2018-11-01,8
201811,TS600370,7,3.0,5.0,6.0,6.0,6.0,5.0,2016-09-01,2018-11-01,26
201811,TS600511,8,9.0,8.0,6.0,8.0,7.0,7.0,2017-11-01,2018-11-01,12
201811,TS601124,6,8.0,7.0,8.0,8.0,5.0,8.0,2017-12-01,2018-11-01,11
201811,TS602767,5,1.0,8.0,8.0,6.0,5.0,5.0,2017-04-01,2018-11-01,19
201811,TS614929,4,4.0,5.0,5.0,3.0,3.0,5.0,2015-07-01,2018-11-01,40
201811,TS615394,6,6.0,4.0,8.0,5.0,9.0,9.0,2017-10-01,2018-11-01,13
201811,TS617231,3,5.0,5.0,5.0,5.0,7.0,8.0,2018-05-09,2018-11-01,5
201811,TS618494,6,4.0,5.0,9.0,6.0,2.0,7.0,2017-06-01,2018-11-01,17
201811,TS621030,5,3.0,4.0,4.0,5.0,5.0,2.0,2015-09-01,2018-11-01,38
201811,TS622804,5,6.0,6.0,4.0,6.0,4.0,9.0,2017-05-01,2018-11-01,18
201811,TS624020,7,5.0,2.0,6.0,6.0,7.0,5.0,2015-09-01,2018-11-01,38
201811,TS624100,1,4.0,3.0,5.0,4.0,5.0,5.0,2018-01-01,2018-11-01,10
201811,TS633741,3,4.0,4.0,5.0,5.0,8.0,5.0,2017-06-01,2018-11-01,17
201811,TS634117,2,3.0,4.0,4.0,4.0,6.0,5.0,2018-01-01,2018-11-01,10
201811,TS637007,6,3.0,4.0,8.0,4.0,4.0,3.0,2015-09-01,2018-11-01,38
201811,TS640338,5,3.0,7.0,7.0,4.0,3.0,3.0,2015-10-01,2018-11-01,37
201811,TS642752,4,2.0,3.0,2.0,7.0,6.0,4.0,2017-11-01,2018-11-01,12
201811,TS643036,7,3.0,5.0,4.0,5.0,6.0,3.0,2016-08-01,2018-11-01,27
201811,TS645212,2,3.0,7.0,6.0,7.0,5.0,4.0,2018-03-01,2018-11-01,8
201811,TS655367,2,4.0,2.0,3.0,2.0,6.0,7.0,2018-04-05,2018-11-01,6
201811,TS660166,4,3.0,7.0,6.0,6.0,6.0,7.0,2018-05-10,2018-11-01,5
201811,TS660622,5,6.0,6.0,3.0,4.0,4.0,1.0,2015-12-01,2018-11-01,35
201811,TS662949,4,8.0,5.0,3.0,8.0,6.0,7.0,2017-04-01,2018-11-01,19
201811,TS665963,7,3.0,4.0,5.0,3.0,6.0,8.0,2016-04-01,2018-11-01,31
201811,TS671691,6,3.0,2.0,5.0,7.0,7.0,3.0,2017-04-01,2018-11-01,19
201811,TS672566,9,6.0,7.0,8.0,5.0,8.0,7.0,2018-03-01,2018-11-01,8
201811,TS673226,3,4.0,3.0,4.0,4.0,6.0,7.0,2015-07-01,2018-11-01,40
201811,TS675030,4,5.0,2.0,5.0,2.0,9.0,4.0,2015-08-01,2018-11-01,39
201811,TS682265,7,7.0,7.0,5.0,9.0,9.0,7.0,2017-11-01,2018-11-01,12
201811,TS695571,7,7.0,4.0,9.0,5.0,4.0,6.0,2016-12-01,2018-11-01,23
201811,TS702807,3,3.0,5.0,5.0,8.0,3.0,6.0,2016-09-01,2018-11-01,26
201811,TS703441,4,4.0,6.0,7.0,6.0,9.0,8.0,2018-03-01,2018-11-01,8
201811,TS707101,7,6.0,3.0,5.0,6.0,3.0,9.0,2017-05-01,2018-11-01,18
201811,TS711304,5,6.0,5.0,6.0,8.0,9.0,8.0,2017-09-01,2018-11-01,14
201811,TS712143,8,7.0,11.0,6.0,12.0,9.0,9.0,2018-03-01,2018-11-01,8
201811,TS714045,8,8.0,8.0,7.0,9.0,6.0,6.0,2018-02-01,2018-11-01,9
201811,TS716955,5,8.0,7.0,6.0,7.0,5.0,9.0,2017-03-01,2018-11-01,20
201811,TS717160,5,4.0,4.0,8.0,8.0,5.0,4.0,2016-09-01,2018-11-01,26
201811,TS718154,5,2.0,4.0,5.0,7.0,3.0,4.0,2015-09-01,2018-11-01,38
201811,TS721551,4,4.0,4.0,4.0,2.0,6.0,1.0,2016-02-01,2018-11-01,33
201811,TS722194,4,5.0,6.0,6.0,6.0,6.0,5.0,2016-09-01,2018-11-01,26
201811,TS731637,5,6.0,7.0,3.0,10.0,7.0,10.0,2017-11-01,2018-11-01,12
201811,TS735605,6,2.0,4.0,3.0,3.0,5.0,4.0,2016-05-01,2018-11-01,30
201811,TS736914,7,7.0,8.0,8.0,7.0,7.0,9.0,2018-05-12,2018-11-01,5
201811,TS744630,5,6.0,6.0,5.0,6.0,6.0,8.0,2017-05-01,2018-11-01,18
201811,TS749639,8,5.0,5.0,4.0,5.0,5.0,7.0,2017-01-01,2018-11-01,22
201811,TS753554,5,4.0,5.0,5.0,3.0,5.0,6.0,2016-05-01,2018-11-01,30
201811,TS761925,3,3.0,3.0,4.0,4.0,7.0,5.0,2018-05-04,2018-11-01,5
201811,TS763203,7,7.0,9.0,9.0,6.0,7.0,11.0,2018-04-13,2018-11-01,6
201811,TS768279,4,3.0,2.0,6.0,3.0,6.0,4.0,2018-03-01,2018-11-01,8
201811,TS783835,9,6.0,5.0,4.0,5.0,7.0,7.0,2017-05-01,2018-11-01,18
201811,TS784450,5,6.0,9.0,5.0,9.0,7.0,8.0,2017-10-01,2018-11-01,13
201811,TS791664,2,7.0,3.0,7.0,5.0,7.0,4.0,2016-10-01,2018-11-01,25
201811,TS794667,4,6.0,4.0,5.0,6.0,7.0,3.0,2017-11-01,2018-11-01,12
201811,TS797358,1,4.0,4.0,5.0,3.0,7.0,5.0,2015-11-01,2018-11-01,36
201811,TS798789,4,5.0,4.0,4.0,4.0,5.0,5.0,2015-10-01,2018-11-01,37
201811,TS800913,7,4.0,7.0,7.0,10.0,9.0,7.0,2018-01-01,2018-11-01,10
201811,TS803730,5,4.0,5.0,6.0,5.0,5.0,5.0,2015-08-01,2018-11-01,39
201811,TS806267,9,3.0,6.0,6.0,9.0,7.0,4.0,2017-09-01,2018-11-01,14
201811,TS807008,3,8.0,6.0,8.0,8.0,3.0,2.0,2017-02-01,2018-11-01,21
201811,TS808526,6,9.0,5.0,6.0,4.0,9.0,7.0,2017-01-01,2018-11-01,22
201811,TS810276,2,2.0,4.0,6.0,5.0,8.0,8.0,2018-05-12,2018-11-01,5
201811,TS810881,4,6.0,10.0,8.0,8.0,5.0,10.0,2017-09-01,2018-11-01,14
201811,TS814460,9,6.0,9.0,7.0,8.0,7.0,5.0,2018-03-01,2018-11-01,8
201811,TS816344,5,6.0,5.0,6.0,9.0,5.0,5.0,2017-02-01,2018-11-01,21
201811,TS821125,5,6.0,5.0,6.0,6.0,6.0,5.0,2017-01-01,2018-11-01,22
201811,TS830686,5,6.0,7.0,5.0,5.0,5.0,5.0,2016-06-01,2018-11-01,29
201811,TS832330,6,6.0,6.0,7.0,5.0,5.0,5.0,2015-11-01,2018-11-01,36
201811,TS832950,8,5.0,7.0,8.0,6.0,7.0,8.0,2018-01-01,2018-11-01,10
201811,TS837282,8,6.0,5.0,4.0,7.0,4.0,3.0,2015-05-01,2018-11-01,42
201811,TS837650,4,8.0,8.0,7.0,7.0,7.0,8.0,2017-08-01,2018-11-01,15
201811,TS838496,2,6.0,9.0,6.0,4.0,9.0,7.0,2017-07-01,2018-11-01,16
201811,TS841911,3,2.0,5.0,4.0,5.0,5.0,4.0,2017-07-01,2018-11-01,16
201811,TS848093,4,3.0,3.0,5.0,4.0,7.0,7.0,2018-05-12,2018-11-01,5
201811,TS849234,4,3.0,2.0,5.0,5.0,4.0,4.0,2016-04-01,2018-11-01,31
201811,TS849376,5,3.0,3.0,7.0,4.0,6.0,3.0,2015-09-01,2018-11-01,38
201811,TS859365,6,7.0,3.0,4.0,7.0,5.0,6.0,2017-04-01,2018-11-01,19
201811,TS860353,6,2.0,3.0,3.0,4.0,7.0,4.0,2018-03-01,2018-11-01,8
201811,TS861244,7,5.0,4.0,6.0,3.0,4.0,5.0,2015-08-01,2018-11-01,39
201811,TS861788,1,7.0,7.0,6.0,5.0,5.0,2.0,2015-09-01,2018-11-01,38
201811,TS864496,4,4.0,4.0,6.0,4.0,3.0,8.0,2015-08-01,2018-11-01,39
201811,TS870228,5,5.0,2.0,2.0,5.0,7.0,6.0,2016-07-01,2018-11-01,28
201811,TS871110,8,5.0,8.0,7.0,7.0,9.0,8.0,2017-11-01,2018-11-01,12
201811,TS875601,6,7.0,6.0,6.0,8.0,7.0,10.0,2017-09-01,2018-11-01,14
201811,TS877962,6,6.0,5.0,6.0,6.0,6.0,8.0,2017-09-01,2018-11-01,14
201811,TS882329,6,5.0,3.0,7.0,5.0,6.0,3.0,2017-02-01,2018-11-01,21
201811,TS883038,6,6.0,6.0,6.0,5.0,6.0,4.0,2017-06-01,2018-11-01,17
201811,TS885968,5,3.0,6.0,7.0,6.0,8.0,6.0,2017-06-01,2018-11-01,17
201811,TS886985,2,5.0,3.0,4.0,6.0,7.0,4.0,2018-03-01,2018-11-01,8
201811,TS887795,7,5.0,5.0,6.0,8.0,7.0,6.0,2016-09-01,2018-11-01,26
201811,TS894938,4,4.0,5.0,2.0,2.0,7.0,6.0,2018-04-01,2018-11-01,7
201811,TS895361,6,6.0,6.0,6.0,5.0,8.0,4.0,2017-07-01,2018-11-01,16
201811,TS904692,5,5.0,7.0,6.0,8.0,5.0,6.0,2016-10-01,2018-11-01,25
201811,TS913591,3,3.0,4.0,6.0,6.0,7.0,6.0,2016-08-01,2018-11-01,27
201811,TS917520,6,5.0,7.0,8.0,10.0,8.0,8.0,2018-05-13,2018-11-01,5
201811,TS922639,3,5.0,4.0,6.0,2.0,5.0,5.0,2015-10-01,2018-11-01,37
201811,TS922944,6,7.0,6.0,4.0,6.0,4.0,5.0,2017-03-01,2018-11-01,20
201811,TS925945,4,3.0,4.0,5.0,4.0,4.0,3.0,2016-03-01,2018-11-01,32
201811,TS931749,8,7.0,8.0,8.0,7.0,9.0,8.0,2018-03-01,2018-11-01,8
201811,TS935837,8,6.0,5.0,4.0,8.0,6.0,7.0,2016-11-01,2018-11-01,24
201811,TS937124,4,5.0,5.0,5.0,9.0,7.0,5.0,2017-01-01,2018-11-01,22
201811,TS938383,5,1.0,3.0,5.0,5.0,3.0,5.0,2018-02-01,2018-11-01,9
201811,TS938916,5,2.0,6.0,6.0,7.0,6.0,4.0,2016-09-01,2018-11-01,26
201811,TS941110,7,6.0,8.0,7.0,9.0,7.0,10.0,2018-02-01,2018-11-01,9
201811,TS945284,3,7.0,3.0,5.0,5.0,4.0,4.0,2015-05-01,2018-11-01,42
201811,TS948747,5,8.0,5.0,6.0,5.0,6.0,5.0,2017-06-01,2018-11-01,17
201811,TS952924,6,3.0,5.0,3.0,6.0,6.0,6.0,2016-07-01,2018-11-01,28
201811,TS953790,6,7.0,10.0,10.0,9.0,8.0,10.0,2018-01-01,2018-11-01,10
201811,TS957381,6,6.0,8.0,4.0,6.0,3.0,7.0,2016-11-01,2018-11-01,24
201811,TS959147,5,4.0,5.0,4.0,5.0,3.0,5.0,2016-01-01,2018-11-01,34
201811,TS959961,4,5.0,7.0,5.0,7.0,5.0,5.0,2015-06-01,2018-11-01,41
201811,TS963437,5,5.0,4.0,7.0,3.0,4.0,5.0,2016-08-01,2018-11-01,27
201811,TS966353,6,3.0,8.0,7.0,7.0,2.0,7.0,2017-09-01,2018-11-01,14
201811,TS969622,6,7.0,8.0,6.0,8.0,6.0,7.0,2018-02-01,2018-11-01,9
201811,TS972175,4,5.0,7.0,3.0,6.0,8.0,8.0,2017-10-01,2018-11-01,13
201811,TS974079,5,5.0,5.0,5.0,7.0,7.0,6.0,2017-06-01,2018-11-01,17
201811,TS975153,7,8.0,5.0,7.0,7.0,3.0,5.0,2017-01-01,2018-11-01,22
201811,TS977703,5,8.0,8.0,8.0,8.0,7.0,4.0,2018-04-15,2018-11-01,6
201811,TS982817,6,8.0,5.0,5.0,8.0,6.0,7.0,2017-07-01,2018-11-01,16
201811,TS989364,10,9.0,9.0,7.0,7.0,8.0,8.0,2018-01-01,2018-11-01,10
201811,TS989482,4,2.0,7.0,6.0,8.0,4.0,7.0,2017-09-01,2018-11-01,14
201811,TS995299,5,4.0,5.0,7.0,5.0,2.0,7.0,2015-09-01,2018-11-01,38
201811,TS999079,6,6.0,4.0,3.0,2.0,6.0,5.0,2016-06-01,2018-11-01,29
201811,TS999231,5,5.0,4.0,3.0,5.0,1.0,4.0,2017-03-01,2018-11-01,20
201811,TS999855,4,4.0,5.0,3.0,4.0,6.0,3.0,2017-04-01,2018-11-01,19
201812,AS002855,2,5.0,3.0,7.0,3.0,5.0,5.0,2016-11-01,2018-12-01,25
201812,AS008805,5,3.0,2.0,2.0,5.0,7.0,8.0,2018-06-07,2018-12-01,5
201812,AS009373,4,4.0,5.0,6.0,6.0,7.0,4.0,2015-11-01,2018-12-01,37
201812,AS015233,9,7.0,7.0,9.0,11.0,5.0,7.0,2018-05-13,2018-12-01,6
